ADDRESS_LATITUDE,ADDRESS_LONGITUDE,LOCATION_ID,DLOBO_LOC_ADDRESS,DLOBO_LOC_CITY,DLOBO_LOC_STATE,DLOBO_LOC_ZIPCODE,CLEAN_ZIP,FULL_ADDRESS
53.5665734,-113.3178875,786,50 PEMBINA RD.,SHERWOOD PARK,AB,T8H 2G9,T8H 2,"50 PEMBINA RD.,SHERWOOD PARK,AB,T8H 2"
0,0,9654,401 ALEXANDER AVE,TACOMA,WA,98421,98421,"401 ALEXANDER AVE,TACOMA,WA,98421"
29.148767,-82.189854,66335,3921 S.W. COLLEGE ROAD,OCALA,FL,34474,34474,"3921 S.W. COLLEGE ROAD,OCALA,FL,34474"
39.1490628,-88.5314365,165,712 E RICKELMAN AVE,EFFINGHAM,IL,62401,62401,"712 E RICKELMAN AVE,EFFINGHAM,IL,62401"
0,0,99170475,305 W. ABRAHAMES ROAD,MORIARTY,NM,87035,87035,"305 W. ABRAHAMES ROAD,MORIARTY,NM,87035"
41.7218717,-85.8132424,86664,410 EAST VISTULA STREET,BRISTOL,IN,46507,46507,"410 EAST VISTULA STREET,BRISTOL,IN,46507"
40.797055,-81.766026,51052,11980 LINCOLN WAY E,RICELAND,OH,44667,44667,"11980 LINCOLN WAY E,RICELAND,OH,44667"
33.440447,-112.15581,9752,408 S 43RD AVENUE,PHOENIX,AZ,85043,85043,"408 S 43RD AVENUE,PHOENIX,AZ,85043"
39.6140506,-119.2665807,340,465 PILOT ROAD,FERNLEY,NV,89408,89408,"465 PILOT ROAD,FERNLEY,NV,89408"
41.469678,-81.721869,11941,5110 CLARK AVE,CLEVELAND,OH,44102,44102,"5110 CLARK AVE,CLEVELAND,OH,44102"
31.4286133,-83.5163078,192,4431 OLD UNION ROAD,TIFTON,GA,31794,31794,"4431 OLD UNION ROAD,TIFTON,GA,31794"
40.0323342,-86.4728363,652,520 SOUTH STATE ROAD 39,LEBANON,IN,46052,46052,"520 SOUTH STATE ROAD 39,LEBANON,IN,46052"
41.3271713,-105.6104859,90036,1564 MCCUE STREET,LARAMIE,WY,82072,82072,"1564 MCCUE STREET,LARAMIE,WY,82072"
34.4081972,-117.3985518,381,8701 HIGHWAY 395,HESPERIA,CA,92344,92344,"8701 HIGHWAY 395,HESPERIA,CA,92344"
42.9610065,-78.4058245,87008,I90 & ALLEGHANY RD,CORFU,NY,14036,14036,"I90 & ALLEGHANY RD,CORFU,NY,14036"
41.7358822,-86.3362122,35,6424 WEST BRICK ROAD,SOUTH BEND,IN,46628,46628,"6424 WEST BRICK ROAD,SOUTH BEND,IN,46628"
36.32943,-86.597688,68257,301 INDIAN LAKE BLVD,HENDERSONVILLE,TN,37075,37075,"301 INDIAN LAKE BLVD,HENDERSONVILLE,TN,37075"
33.6328331,-80.8792944,4579,1300 BURKE ROAD,ST. MATTHEWS,SC,29135,29135,"1300 BURKE ROAD,ST. MATTHEWS,SC,29135"
30.181699,-96.933866,41010,426 E. AUSTIN STREET,GIDDINGS,TX,78942,78942,"426 E. AUSTIN STREET,GIDDINGS,TX,78942"
47.7133,-104.14437,9634,223 N 9TH AVENUE NE,SIDNEY,MT,59270,59270,"223 N 9TH AVENUE NE,SIDNEY,MT,59270"
40.5086705,-74.3415038,9647,817 CAMPUS DRIVE,EDISON,NJ,8837,8837,"817 CAMPUS DRIVE,EDISON,NJ,8837"
43.3487409,-83.8591071,88723,6595 DIXIE HIGHWAY,BRIDGEPORT,MI,48722,48722,"6595 DIXIE HIGHWAY,BRIDGEPORT,MI,48722"
48.1876221,-122.1960685,1103,2430 STATE ROUTE 530 NE,ARLINGTON,WA,98223,98223,"2430 STATE ROUTE 530 NE,ARLINGTON,WA,98223"
0,0,69988600,2553 QUALITY LANE,KNOXVILLE,TN,37931,37931,"2553 QUALITY LANE,KNOXVILLE,TN,37931"
41.100851,-100.72662,687,3400 SO. NEWBERRY RD.,NORTH PLATTE,NE,69101,69101,"3400 SO. NEWBERRY RD.,NORTH PLATTE,NE,69101"
38.4927575,-85.7728111,152,14013 MEMPHIS BLUE LICK ROAD,MEMPHIS,IN,47143,47143,"14013 MEMPHIS BLUE LICK ROAD,MEMPHIS,IN,47143"
29.6763864,-98.156077,330,4142 LOOP 337,NEW BRAUNFELS,TX,78132,78132,"4142 LOOP 337,NEW BRAUNFELS,TX,78132"
39.8214088,-85.9163591,30,2640 NORTH 600 WEST,GREENFIELD,IN,46140,46140,"2640 NORTH 600 WEST,GREENFIELD,IN,46140"
35.943964,-84.00335,229,5508 LONAS DRIVE,KNOXVILLE,TN,37919,37919,"5508 LONAS DRIVE,KNOXVILLE,TN,37919"
32.0854223,-83.7600399,398,39 VICTORY LANE,VIENNA,GA,31092,31092,"39 VICTORY LANE,VIENNA,GA,31092"
30.477709,-90.4566406,300,2111 SW RAILROAD AVENUE,HAMMOND,LA,70403,70403,"2111 SW RAILROAD AVENUE,HAMMOND,LA,70403"
0,0,99170573,2000 FARM TO MARKET RD 1488,HEMPSTEAD,TX,77445,77445,"2000 FARM TO MARKET RD 1488,HEMPSTEAD,TX,77445"
56.683221,-111.353882,819,345 SAKITAWAW TRAIL,FORT MCMURRAY,AB,T9H 4E4,T9H 4,"345 SAKITAWAW TRAIL,FORT MCMURRAY,AB,T9H 4"
33.4852989,-89.7702939,261,403 SW FRONTAGE ROAD,WINONA,MS,38967,38967,"403 SW FRONTAGE ROAD,WINONA,MS,38967"
39.8306088,-89.5836928,525,3752 CAMP BUTLER ROAD,SPRINGFIELD,IL,62707,62707,"3752 CAMP BUTLER ROAD,SPRINGFIELD,IL,62707"
31.9966221,-106.5863425,435,2015 ANTONIO STREET,ANTHONY,TX,79821,79821,"2015 ANTONIO STREET,ANTHONY,TX,79821"
32.341143,-108.676737,690,11 OLD HWY 70,LORDSBURG,NM,88045,88045,"11 OLD HWY 70,LORDSBURG,NM,88045"
36.7652,-108.153,66347,4500 E. MAIN,FARMINGTON,NM,87402,87402,"4500 E. MAIN,FARMINGTON,NM,87402"
29.4467458,-98.3621801,737,1815 N FOSTER ROAD,SAN ANTONIO,TX,78244,78244,"1815 N FOSTER ROAD,SAN ANTONIO,TX,78244"
32.461697,-99.872525,738,I-20 EXIT 277 101 N FM 707,TYE,TX,79563,79563,"I-20 EXIT 277 101 N FM 707,TYE,TX,79563"
48.6023149,-93.4040679,9642,3120 HWY 332,INTERNATIONAL FALLS,MN,56649,56649,"3120 HWY 332,INTERNATIONAL FALLS,MN,56649"
31.6164,-84.2226,66506,1201 N. WESTOVER BLVD.,ALBANY,GA,31707,31707,"1201 N. WESTOVER BLVD.,ALBANY,GA,31707"
31.231831,-81.49704,67658,10100 CANAL CROSSING,BRUNSWICK,GA,31525,31525,"10100 CANAL CROSSING,BRUNSWICK,GA,31525"
27.4141408,-80.4001262,90,7300 WEST OKEECHOBEE ROAD,FORT PIERCE,FL,34945,34945,"7300 WEST OKEECHOBEE ROAD,FORT PIERCE,FL,34945"
40.6367631,-74.9678961,190,66 NJ-173 WEST,HAMPTON,NJ,8827,8827,"66 NJ-173 WEST,HAMPTON,NJ,8827"
38.4927575,-85.7728111,90045,14019 BLUE LICK ROAD,MEMPHIS,IN,47143,47143,"14019 BLUE LICK ROAD,MEMPHIS,IN,47143"
43.2153706,-121.7842347,133,109450 US-97,CHEMULT,OR,97731,97731,"109450 US-97,CHEMULT,OR,97731"
0,0,9620,601 S. 54TH AVE.,PHOENIX,AZ,85043,85043,"601 S. 54TH AVE.,PHOENIX,AZ,85043"
30.9130953,-101.9005756,8636,503 S. BLANTON,IRAAN,TX,79744,79744,"503 S. BLANTON,IRAAN,TX,79744"
35.1544467,-90.1390087,272,800 MARTIN LUTHER KING DRIVE,WEST MEMPHIS,AR,72301,72301,"800 MARTIN LUTHER KING DRIVE,WEST MEMPHIS,AR,72301"
43.6031305,-96.7671723,716,5201 GRANITE LANE,SIOUX FALLS,SD,57107,57107,"5201 GRANITE LANE,SIOUX FALLS,SD,57107"
0,0,99170691,2021 S. MOUNTAIN RD,TUCUMCARI,NM,88401,88401,"2021 S. MOUNTAIN RD,TUCUMCARI,NM,88401"
37.4613756,-77.4422066,2874,4721 JEFFERSON DAVIS HIGHWAY,RICHMOND,VA,23234,23234,"4721 JEFFERSON DAVIS HIGHWAY,RICHMOND,VA,23234"
39.1306808,-94.4968222,768,1300 N. CORRINGTON AVENUE,KANSAS CITY,MO,64120,64120,"1300 N. CORRINGTON AVENUE,KANSAS CITY,MO,64120"
42.3779793,-122.8991123,391,1600 EAST PINE STREET,CENTRAL POINT,OR,97502,97502,"1600 EAST PINE STREET,CENTRAL POINT,OR,97502"
30.2534169,-93.014522,1051,1119 LOWE-GROUT ROAD,IOWA,LA,70647,70647,"1119 LOWE-GROUT ROAD,IOWA,LA,70647"
0,0,99170299,1522 WEST MARKET STREET,BLOOMINGTON,IL,61701,61701,"1522 WEST MARKET STREET,BLOOMINGTON,IL,61701"
34.8562956,-81.0059182,714,2435 MOUNT HOLLY ROAD,ROCK HILL,SC,29730,29730,"2435 MOUNT HOLLY ROAD,ROCK HILL,SC,29730"
39.945633,-82.536306,285,10258 LANCASTER ROAD SW,HEBRON,OH,43025,43025,"10258 LANCASTER ROAD SW,HEBRON,OH,43025"
34.825219,-82.290353,68278,1211 WOODRUFF RD.,GREENVILLE,SC,29607,29607,"1211 WOODRUFF RD.,GREENVILLE,SC,29607"
42.97407,-83.675357,58753,1466 EAST BRISTOL ROAD,BURTON,MI,48529,48529,"1466 EAST BRISTOL ROAD,BURTON,MI,48529"
34.7284136,-114.3150134,211,14750 AZ-95,LAKE HAVASU CITY,AZ,86404,86404,"14750 AZ-95,LAKE HAVASU CITY,AZ,86404"
40.7489577,-81.4035142,469,2320 FAIRCREST STREET,CANTON,OH,44706,44706,"2320 FAIRCREST STREET,CANTON,OH,44706"
48.3701064,-114.2398614,922,6102 HIGHWAY 2 WEST,COLUMBIA FALLS,MT,59912,59912,"6102 HIGHWAY 2 WEST,COLUMBIA FALLS,MT,59912"
36.3205041,-82.8319861,51,11190 BAILEYTON ROAD,GREENEVILLE,TN,37745,37745,"11190 BAILEYTON ROAD,GREENEVILLE,TN,37745"
35.2647134,-99.6417911,705,2400 SO 4TH ROUTE,SAYRE,OK,73662,73662,"2400 SO 4TH ROUTE,SAYRE,OK,73662"
49.3654414,-121.4835272,861,63100 FLOOD HOPE ROAD,HOPE,BC,V0X 1L2,V0X 1,"63100 FLOOD HOPE ROAD,HOPE,BC,V0X 1"
39.1824,-84.6036,66450,5375 N. BEND RD.,CINCINNATI,OH,45247,45247,"5375 N. BEND RD.,CINCINNATI,OH,45247"
49.1468645,-122.0064084,799,7970 LICKMAN RD.,CHILLIWACK,BC,V2R 1A9,V2R 1,"7970 LICKMAN RD.,CHILLIWACK,BC,V2R 1"
36.0270605,-87.1717159,720,1420 HWY 96 NORTH,FAIRVIEW,TN,37062,37062,"1420 HWY 96 NORTH,FAIRVIEW,TN,37062"
33.2099097,-84.0559545,4560,2995 HIGHWAY 36 W,JACKSON,GA,30233,30233,"2995 HIGHWAY 36 W,JACKSON,GA,30233"
39.84229,-85.559203,58061,6193 SOUTH STATE ROAD 109,KNIGHTSTOWN,IN,46148,46148,"6193 SOUTH STATE ROAD 109,KNIGHTSTOWN,IN,46148"
45.6698584,-120.8319732,1226,91558 BIGGS RUFUS HIGHWAY,BIGGS JUNCTION,OR,97065,97065,"91558 BIGGS RUFUS HIGHWAY,BIGGS JUNCTION,OR,97065"
35.233452,-97.423197,41438,1201 12TH AVE NE,NORMAN,OK,73071,73071,"1201 12TH AVE NE,NORMAN,OK,73071"
0,0,99170658,4215 WEST HWY 50,EMPORIA,KS,66801,66801,"4215 WEST HWY 50,EMPORIA,KS,66801"
41.9036193,-88.1227581,1041,170 W. NORTH AVENUE,CAROL STREAM,IL,60188,60188,"170 W. NORTH AVENUE,CAROL STREAM,IL,60188"
33.416996,-101.632821,9658,10917 EAST FM 2150,SLATON,TX,79364,79364,"10917 EAST FM 2150,SLATON,TX,79364"
29.38612,-100.90619,40529,2100 VETERANS BLVD.,DEL RIO,TX,78840,78840,"2100 VETERANS BLVD.,DEL RIO,TX,78840"
32.847086,-115.564616,79988530,422 EAST BARIONI BOULEVARD,IMPERIAL,CA,92251,92251,"422 EAST BARIONI BOULEVARD,IMPERIAL,CA,92251"
35.166119,-81.4514056,4566,2768 EAST CHEROKEE STREET,BLACKSBURG,SC,29702,29702,"2768 EAST CHEROKEE STREET,BLACKSBURG,SC,29702"
39.930579,-83.612884,55215,213 NORTH URBANA STREET,SOUTH VIENNA,OH,45369,45369,"213 NORTH URBANA STREET,SOUTH VIENNA,OH,45369"
41.634373,-85.044658,58080,3075 WEST MAUMEE STREET SUITE,ANGOLA,IN,46703,46703,"3075 WEST MAUMEE STREET SUITE,ANGOLA,IN,46703"
34.61979,-89.9527985,519,510 E. MAIN STREET,SENATOBIA,MS,38668,38668,"510 E. MAIN STREET,SENATOBIA,MS,38668"
40.2757209,-110.0299382,567,1833 SOUTH 2000 WEST,ROOSEVELT,UT,84066,84066,"1833 SOUTH 2000 WEST,ROOSEVELT,UT,84066"
40.57131,-79.862443,9729,STATE ROUTE 910,INDIANOLA,PA,15051,15051,"STATE ROUTE 910,INDIANOLA,PA,15051"
39.8179734,-85.9117639,361,5935 WEST 225 NORTH,GREENFIELD,IN,46140,46140,"5935 WEST 225 NORTH,GREENFIELD,IN,46140"
32.4595728,-91.7590192,335,103 GRIMSHAW STREET,RAYVILLE,LA,71269,71269,"103 GRIMSHAW STREET,RAYVILLE,LA,71269"
42.3770391,-77.3637829,322,7767 STATE ROUTE 53,BATH,NY,14810,14810,"7767 STATE ROUTE 53,BATH,NY,14810"
41.4870315,-112.0287739,776,1096 SOUTH MEDICAL DR.,BRIGHAM CITY,UT,84302,84302,"1096 SOUTH MEDICAL DR.,BRIGHAM CITY,UT,84302"
33.2693588,-80.5675124,4576,9587 CHARLESTON HWY,ST. GEORGE,SC,29477,29477,"9587 CHARLESTON HWY,ST. GEORGE,SC,29477"
40.7603434,-98.586556,912,11775 NEBRASKA 11,WOOD RIVER,NE,68883,68883,"11775 NEBRASKA 11,WOOD RIVER,NE,68883"
0,0,99170608,I-10 EXIT 1 FRONTAGE ROAD N.,EHRENBERG,AZ,85334,85334,"I-10 EXIT 1 FRONTAGE ROAD N.,EHRENBERG,AZ,85334"
41.777686,-107.311169,763,I-80 JOHNSON ROAD,RAWLINS,WY,82301,82301,"I-80 JOHNSON ROAD,RAWLINS,WY,82301"
36.320372,-94.257728,66801,6301 SW REGIONAL AIRPORT BLVD,BENTONVILLE,AR,72712-9444,72712,"6301 SW REGIONAL AIRPORT BLVD,BENTONVILLE,AR,72712"
41.0564136,-80.5870222,9610,100 S. BRIDGE ST.,STRUTHERS,OH,44471,44471,"100 S. BRIDGE ST.,STRUTHERS,OH,44471"
34.2720688,-84.8077599,67,968 CASSVILLE-WHITE ROAD,CARTERSVILLE,GA,30120,30120,"968 CASSVILLE-WHITE ROAD,CARTERSVILLE,GA,30120"
36.9388426,-80.9918235,4619,1318 EAST LEE HIGHWAY,WYTHEVILLE,VA,24382,24382,"1318 EAST LEE HIGHWAY,WYTHEVILLE,VA,24382"
32.612766,-83.744558,267,2965 HIGHWAY 247C,BYRON,GA,31008,31008,"2965 HIGHWAY 247C,BYRON,GA,31008"
34.7284136,-114.3150134,3211,14750 SOUTH HIGHWAY 95,LAKE HAVASU CITY,AZ,86404,86404,"14750 SOUTH HIGHWAY 95,LAKE HAVASU CITY,AZ,86404"
40.7662925,-87.1240243,34,4154 WEST US HIGHWAY 24,REMINGTON,IN,47977,47977,"4154 WEST US HIGHWAY 24,REMINGTON,IN,47977"
0,0,99170649,1720 W THOMPSON RD,INDIANAPOLIS,IN,46217,46217,"1720 W THOMPSON RD,INDIANAPOLIS,IN,46217"
29.398,-98.53,36593,2618 S ZARZAMORA ST,SAN ANTONIO,TX,78207,78207,"2618 S ZARZAMORA ST,SAN ANTONIO,TX,78207"
42.093977,-88.251965,57764,1031 E. MAIN ST.,EAST DUNDEE,IL,60118,60118,"1031 E. MAIN ST.,EAST DUNDEE,IL,60118"
29.2195747,-98.4150727,467,4105 S. LOOP 1604,SAN ANTONIO,TX,78264,78264,"4105 S. LOOP 1604,SAN ANTONIO,TX,78264"
39.8043,-104.9747,9617,5990 WASHINGTON ST,DENVER,CO,80216,80216,"5990 WASHINGTON ST,DENVER,CO,80216"
42.9873302,-82.1162746,463,5906 OIL HERITAGE ROAD,WYOMING,ON,N0N 1T0,N0N 1,"5906 OIL HERITAGE ROAD,WYOMING,ON,N0N 1"
36.9047929,-121.7499563,944,13 SAN JUAN ROAD,WATSONVILLE,CA,95076,95076,"13 SAN JUAN ROAD,WATSONVILLE,CA,95076"
41.4275607,-87.7568136,39,6002 MONEE-MANHATTAN ROAD,MONEE,IL,60449,60449,"6002 MONEE-MANHATTAN ROAD,MONEE,IL,60449"
0,0,9651,1301 E WASHINGTON STREET,PETERSBURG,VA,23803,23803,"1301 E WASHINGTON STREET,PETERSBURG,VA,23803"
40.5878074,-81.091526,86245,1120 CANTON ROAD NORTHWEST,CARROLLTON,OH,44615,44615,"1120 CANTON ROAD NORTHWEST,CARROLLTON,OH,44615"
39.7374807,-81.5276284,309,44133 FAIRGROUND ROAD,CALDWELL,OH,43724,43724,"44133 FAIRGROUND ROAD,CALDWELL,OH,43724"
40.5338511,-76.431746,522,482 SUEDBERG ROAD,PINE GROVE,PA,17963,17963,"482 SUEDBERG ROAD,PINE GROVE,PA,17963"
36.9452177,-80.9456831,3750,139 FACTORY OUTLET DRIVE,FORT CHISWELL,VA,24360,24360,"139 FACTORY OUTLET DRIVE,FORT CHISWELL,VA,24360"
35.8412003,-83.5712583,207,1404 PARKWAY,SEVIERVILLE,TN,37862,37862,"1404 PARKWAY,SEVIERVILLE,TN,37862"
0,0,99170339,16502 NORTH STATE ROAD 63,COVINGTON,IN,47932,47932,"16502 NORTH STATE ROAD 63,COVINGTON,IN,47932"
0,0,99170713,111 MILL BRANCH ROAD,LATTA,SC,29565,29565,"111 MILL BRANCH ROAD,LATTA,SC,29565"
45.6448915,-109.2472986,906,602 8TH AVENUE NORTH,COLUMBUS,MT,59019,59019,"602 8TH AVENUE NORTH,COLUMBUS,MT,59019"
35.9243266,-84.0559328,248,8311 KINGSTON PIKE,KNOXVILLE,TN,37919,37919,"8311 KINGSTON PIKE,KNOXVILLE,TN,37919"
46.5570863,-84.3184581,853,996 GREAT NORTHERN ROAD,SAULT STE. MARIE,ON,P6B 0B6,P6B 0,"996 GREAT NORTHERN ROAD,SAULT STE. MARIE,ON,P6B 0"
36.1302,-80.0819,9611,444 W. BODENHAMER STREET,KERNERSVILLE,NC,27284,27284,"444 W. BODENHAMER STREET,KERNERSVILLE,NC,27284"
33.462408,-104.523689,10164,5500 MAIN STREET,ROSWELL,NM,88201,88201,"5500 MAIN STREET,ROSWELL,NM,88201"
0,0,99171068,799 JEDBURG ROAD,SUMMERVILLE,SC,29483,29483,"799 JEDBURG ROAD,SUMMERVILLE,SC,29483"
32.442783,-103.16189,8605,1410 W. AVENUE O,EUNICE,NM,88240,88240,"1410 W. AVENUE O,EUNICE,NM,88240"
36.6434417,-83.7002487,240,3000 US HIGHWAY 25E,MIDDLESBORO,KY,40965,40965,"3000 US HIGHWAY 25E,MIDDLESBORO,KY,40965"
0,0,99170664,13019 WALTON VERONA RD,WALTON,KY,41094,41094,"13019 WALTON VERONA RD,WALTON,KY,41094"
34.835469,-102.404681,10510,522 N 25 MILE AVE.,HEREFORD,TX,79045,79045,"522 N 25 MILE AVE.,HEREFORD,TX,79045"
41.6022968,-90.624858,636,8200 N.W. BLVD.,DAVENPORT,IA,52806,52806,"8200 N.W. BLVD.,DAVENPORT,IA,52806"
41.8244222,-75.6820808,710,1623 OLIVER ROAD,NEW MILFORD,PA,18834,18834,"1623 OLIVER ROAD,NEW MILFORD,PA,18834"
45.1233244,-67.3485269,950,32 HOULTON RD,BAILEYVILLE,ME,4694,4694,"32 HOULTON RD,BAILEYVILLE,ME,4694"
40.531749,-74.291902,53478,119 W POND ROAD,HOPELAWN,NJ,8861,8861,"119 W POND ROAD,HOPELAWN,NJ,8861"
38.7995,-77.5043,9709,10315 BALLS FORD RD,MANASSAS,VA,20109,20109,"10315 BALLS FORD RD,MANASSAS,VA,20109"
42.32551,-88.165037,53996,31776 N US HIGHWAY 12,VOLO,IL,60073,60073,"31776 N US HIGHWAY 12,VOLO,IL,60073"
36.1582,-86.7385,985,1110 PUMPING STATION,NASHVILLE,TN,37210,37210,"1110 PUMPING STATION,NASHVILLE,TN,37210"
31.8256018,-103.9092603,1134,3752 US HWY. 285 NORTH,ORLA,TX,79770,79770,"3752 US HWY. 285 NORTH,ORLA,TX,79770"
35.9354209,-86.5298937,87138,8281 TRIDON DRIVE,SMYRNA,TN,37167,37167,"8281 TRIDON DRIVE,SMYRNA,TN,37167"
0,0,99170467,4105 S. LOOP 1604,SAN ANTONIO,TX,78264,78264,"4105 S. LOOP 1604,SAN ANTONIO,TX,78264"
47.1738912,-114.8658851,911,27 DIAMOND ROAD,SUPERIOR,MT,59872,59872,"27 DIAMOND ROAD,SUPERIOR,MT,59872"
44.963033,-92.560495,470,1191 70TH AVENUE,ROBERTS,WI,54023,54023,"1191 70TH AVENUE,ROBERTS,WI,54023"
36.7142958,-76.670067,1049,2400 HOLLAND ROAD,SUFFOLK,VA,23434,23434,"2400 HOLLAND ROAD,SUFFOLK,VA,23434"
38.170853,-87.551518,395,"I-64 & US 41, EXIT 25B",HAUBSTADT,IN,47639,47639,"I-64 & US 41, EXIT 25B,HAUBSTADT,IN,47639"
36.6625455,-86.5536362,661,4380 NASHVILLE ROAD,FRANKLIN,KY,42134,42134,"4380 NASHVILLE ROAD,FRANKLIN,KY,42134"
49.0527297,-76.9810103,851,994 BOULEVARD QUEVILLON,LEBEL SUR QUEVILLON,QC,J0Y 1X0,J0Y 1,"994 BOULEVARD QUEVILLON,LEBEL SUR QUEVILLON,QC,J0Y 1"
37.7051146,-93.7815343,672,700 J HWY,PECULIAR,MO,64078,64078,"700 J HWY,PECULIAR,MO,64078"
39.112563,-108.6475647,592,2195 HWY 6 & 50,GRAND JUNCTION,CO,81505,81505,"2195 HWY 6 & 50,GRAND JUNCTION,CO,81505"
42.295781,-83.878244,296,195 BAKER ROAD,DEXTER,MI,48130,48130,"195 BAKER ROAD,DEXTER,MI,48130"
39.7628758,-104.7928444,619,16751 EAST 32ND AVE,AURORA,CO,80011,80011,"16751 EAST 32ND AVE,AURORA,CO,80011"
35.0156752,-110.6735618,612,400 TRANSCON LANE,WINSLOW,AZ,86047,86047,"400 TRANSCON LANE,WINSLOW,AZ,86047"
37.390093,-121.91089,9725,2150 KRUSE DR,SAN JOSE,CA,95131,95131,"2150 KRUSE DR,SAN JOSE,CA,95131"
33.7217417,-84.9031426,4559,95 LIBERTY ROAD,VILLA RICA,GA,30180,30180,"95 LIBERTY ROAD,VILLA RICA,GA,30180"
43.1756651,-71.5300595,949,500 ROUTE 3A,BOW JUNCTION,NH,3304,3304,"500 ROUTE 3A,BOW JUNCTION,NH,3304"
41.034113,-77.515056,1,5868 NITTANY VALLEY DRIVE,MILL HALL,PA,17751,17751,"5868 NITTANY VALLEY DRIVE,MILL HALL,PA,17751"
0,0,99170367,2226 FM-1903,CADDO MILLS,TX,75135,75135,"2226 FM-1903,CADDO MILLS,TX,75135"
38.3649573,-82.6965929,660,15236 STATE ROUTE 180,CATLETTSBURG,KY,41129,41129,"15236 STATE ROUTE 180,CATLETTSBURG,KY,41129"
38.8748131,-97.6098791,903,1944 N. 9TH STREET,SALINA,KS,67401,67401,"1944 N. 9TH STREET,SALINA,KS,67401"
29.7769,-94.899,9612,1040 SOUTH FM 565,BAYTOWN,TX,77520,77520,"1040 SOUTH FM 565,BAYTOWN,TX,77520"
39.5225,-83.3975,67812,1400 OLD CHILLICOTHE RD SE,WASHINGTON COURT HOUSE,OH,43160-9305,43160,"1400 OLD CHILLICOTHE RD SE,WASHINGTON COURT HOUSE,OH,43160"
38.2402141,-87.9993318,886,1776 SOUTH COURT STREET,GRAYVILLE,IL,62844,62844,"1776 SOUTH COURT STREET,GRAYVILLE,IL,62844"
46.8612425,-101.0100845,511,3825 BUSINESS LOOP I-94,MANDAN,ND,58554,58554,"3825 BUSINESS LOOP I-94,MANDAN,ND,58554"
35.3904303,-97.2659477,556,7501 SOUTH CHOCTAW ROAD,CHOCTAW,OK,73020,73020,"7501 SOUTH CHOCTAW ROAD,CHOCTAW,OK,73020"
39.589632,-76.0654798,290,31 HEATHER LANE,PERRYVILLE,MD,21903,21903,"31 HEATHER LANE,PERRYVILLE,MD,21903"
41.935014,-89.018135,1181,1201 EAST IL ROUTE 38,ROCHELLE,IL,61068,61068,"1201 EAST IL ROUTE 38,ROCHELLE,IL,61068"
29.4467458,-98.3621801,3737,1815 N FOSTER ROAD,SAN ANTONIO,TX,78244,78244,"1815 N FOSTER ROAD,SAN ANTONIO,TX,78244"
32.8072139,-96.8965575,3803,4646 IRVING BLVD.,DALLAS,TX,75247,75247,"4646 IRVING BLVD.,DALLAS,TX,75247"
32.2688535,-81.0806143,4569,15976 WHYTE HARDEE BLVD,HARDEEVILLE,SC,29927,29927,"15976 WHYTE HARDEE BLVD,HARDEEVILLE,SC,29927"
0,0,99170268,2975 NORTH PLAINVIEW ROAD,WALCOTT,IA,52773,52773,"2975 NORTH PLAINVIEW ROAD,WALCOTT,IA,52773"
35.1422535,-81.5099515,711,1011 NORTH MOUNTAIN ST,BLACKSBURG,SC,29702,29702,"1011 NORTH MOUNTAIN ST,BLACKSBURG,SC,29702"
30.7375115,-95.5941624,234,639 STATE HIGHWAY 75 NORTH,HUNTSVILLE,TX,77320,77320,"639 STATE HIGHWAY 75 NORTH,HUNTSVILLE,TX,77320"
46.8294984,-100.7293516,1224,3936 MIRIAM AVE,BISMARCK,ND,58501,58501,"3936 MIRIAM AVE,BISMARCK,ND,58501"
38.7318141,-89.9085147,249,820 EDWARDSVILLE ROAD,TROY,IL,62294,62294,"820 EDWARDSVILLE ROAD,TROY,IL,62294"
35.944352,-84.0079,9600,2553 QUALITY LANE,KNOXVILLE,TN,37931,37931,"2553 QUALITY LANE,KNOXVILLE,TN,37931"
36.1722647,-86.8652182,413,6418 CENTENNIAL BOULEVARD,NASHVILLE,TN,37209,37209,"6418 CENTENNIAL BOULEVARD,NASHVILLE,TN,37209"
25.9255181,-80.2451135,897,16650 NW 27TH AVENUE,MIAMI GARDENS,FL,33054,33054,"16650 NW 27TH AVENUE,MIAMI GARDENS,FL,33054"
36.6651443,-121.6302039,237,951 WORK STREET,SALINAS,CA,93901,93901,"951 WORK STREET,SALINAS,CA,93901"
45.048927,-122.987591,9657,3635 BROOKLAKE RD NE,SALEM,OR,97303,97303,"3635 BROOKLAKE RD NE,SALEM,OR,97303"
39.5473045,-119.4976057,9656,500 IRELAND DR,SPARKS,NV,89434,89434,"500 IRELAND DR,SPARKS,NV,89434"
42.8518741,-106.269591,758,41 SE  WYOMING BLVD.,CASPER,WY,82609,82609,"41 SE  WYOMING BLVD.,CASPER,WY,82609"
33.5938951,-86.1216189,1549,75750 AL HIGHWAY 77,LINCOLN,AL,35096,35096,"75750 AL HIGHWAY 77,LINCOLN,AL,35096"
42.1016007,-75.8357825,170,2 INDUSTRIAL PARK DRIVE,BINGHAMTON,NY,13904,13904,"2 INDUSTRIAL PARK DRIVE,BINGHAMTON,NY,13904"
31.4555058,-97.1710605,432,8055 SOUTH I-35,ROBINSON,TX,76706,76706,"8055 SOUTH I-35,ROBINSON,TX,76706"
0,0,79988518,404 E PRESTON ST,SELMA,NC,27576,27576,"404 E PRESTON ST,SELMA,NC,27576"
