dimstate,dimstatename,dimcity,dimcounty,dimcounty2,dimzipcode
OK,Oklahoma,Sasakwa,Seminole,Seminole County,74867
OK,Oklahoma,Stonewall,Pontotoc,Pontotoc County,74871
OK,Oklahoma,Tryon,Lincoln,Lincoln County,74875
OK,Oklahoma,Tecumseh,Pottawatomie,Pottawatomie County,74873
OK,Oklahoma,Stratford,Garvin,Garvin County,74872
OK,Oklahoma,Shidler,Osage,Osage County,74652
OK,Oklahoma,Preston,Okmulgee,Okmulgee County,74456
OK,Oklahoma,Porum,Muskogee,Muskogee County,74455
OK,Oklahoma,Porter,Wagoner,Wagoner County,74454
OK,Oklahoma,Proctor,Adair,Adair County,74457
OK,Oklahoma,Schulter,Okmulgee,Okmulgee County,74460
OK,Oklahoma,Rentiesville,Mcintosh,Mcintosh County,74459
OK,Oklahoma,Redbird,Wagoner,Wagoner County,74458
OK,Oklahoma,Peggs,Cherokee,Cherokee County,74452
OK,Oklahoma,Morris,Okmulgee,Okmulgee County,74445
OK,Oklahoma,Moodys,Cherokee,Cherokee County,74444
OK,Oklahoma,Indianola,Pittsburg,Pittsburg County,74442
OK,Oklahoma,Okay,Wagoner,Wagoner County,74446
OK,Oklahoma,Park Hill,Cherokee,Cherokee County,74451
OK,Oklahoma,Oktaha,Muskogee,Muskogee County,74450
OK,Oklahoma,Okmulgee,Okmulgee,Okmulgee County,74447
OK,Oklahoma,Welling,Cherokee,Cherokee County,74471
OK,Oklahoma,Webbers Falls,Muskogee,Muskogee County,74470
OK,Oklahoma,Warner,Muskogee,Muskogee County,74469
OK,Oklahoma,Whitefield,Haskell,Haskell County,74472
OK,Oklahoma,Mcalester,Pittsburg,Pittsburg County,74502
OK,Oklahoma,Mcalester,Pittsburg,Pittsburg County,74501
OK,Oklahoma,Wagoner,Wagoner,Wagoner County,74477
OK,Oklahoma,Wainwright,Muskogee,Muskogee County,74468
OK,Oklahoma,Taft,Muskogee,Muskogee County,74463
OK,Oklahoma,Stigler,Haskell,Haskell County,74462
OK,Oklahoma,Stidham,Mcintosh,Mcintosh County,74461
OK,Oklahoma,Tahlequah,Cherokee,Cherokee County,74464
OK,Oklahoma,Wagoner,Wagoner,Wagoner County,74467
OK,Oklahoma,Tullahassee,Wagoner,Wagoner County,74466
OK,Oklahoma,Tahlequah,Cherokee,Cherokee County,74465
OK,Oklahoma,Muskogee,Muskogee,Muskogee County,74403
OK,Oklahoma,Muskogee,Muskogee,Muskogee County,74402
OK,Oklahoma,Muskogee,Muskogee,Muskogee County,74401
OK,Oklahoma,Beggs,Okmulgee,Okmulgee County,74421
OK,Oklahoma,Canadian,Pittsburg,Pittsburg County,74425
OK,Oklahoma,Braggs,Muskogee,Muskogee County,74423
OK,Oklahoma,Boynton,Muskogee,Muskogee County,74422
OK,Oklahoma,Wyandotte,Ottawa,Ottawa County,74370
OK,Oklahoma,Salina,Mayes,Mayes County,74365
OK,Oklahoma,Rose,Mayes,Mayes County,74364
OK,Oklahoma,Quapaw,Ottawa,Ottawa County,74363
OK,Oklahoma,Spavinaw,Mayes,Mayes County,74366
OK,Oklahoma,Welch,Craig,Craig County,74369
OK,Oklahoma,Twin Oaks,Delaware,Delaware County,74368
OK,Oklahoma,Strang,Mayes,Mayes County,74367
OK,Oklahoma,Henryetta,Okmulgee,Okmulgee County,74437
OK,Oklahoma,Haskell,Muskogee,Muskogee County,74436
OK,Oklahoma,Gore,Sequoyah,Sequoyah County,74435
OK,Oklahoma,Hitchita,Mcintosh,Mcintosh County,74438
OK,Oklahoma,Hulbert,Cherokee,Cherokee County,74441
OK,Oklahoma,Hoyt,Haskell,Haskell County,74440
OK,Oklahoma,Braggs,Muskogee,Muskogee County,74439
OK,Oklahoma,Fort Gibson,Muskogee,Muskogee County,74434
OK,Oklahoma,Council Hill,Muskogee,Muskogee County,74428
OK,Oklahoma,Cookson,Cherokee,Cherokee County,74427
OK,Oklahoma,Checotah,Mcintosh,Mcintosh County,74426
OK,Oklahoma,Coweta,Wagoner,Wagoner County,74429
OK,Oklahoma,Eufaula,Mcintosh,Mcintosh County,74432
OK,Oklahoma,Dewar,Okmulgee,Okmulgee County,74431
OK,Oklahoma,Crowder,Pittsburg,Pittsburg County,74430
OK,Oklahoma,Whitesboro,Le Flore,Le Flore County,74577
OK,Oklahoma,Wardville,Pittsburg,Pittsburg County,74576
OK,Oklahoma,Tuskahoma,Pushmataha,Pushmataha County,74574
OK,Oklahoma,Wilburton,Latimer,Latimer County,74578
OK,Oklahoma,Ponca City,Kay,Kay County,74603
OK,Oklahoma,Ponca City,Kay,Kay County,74602
OK,Oklahoma,Ponca City,Kay,Kay County,74601
OK,Oklahoma,Tupelo,Coal,Coal County,74572
OK,Oklahoma,Savanna,Pittsburg,Pittsburg County,74565
OK,Oklahoma,Red Oak,Latimer,Latimer County,74563
OK,Oklahoma,Rattan,Pushmataha,Pushmataha County,74562
OK,Oklahoma,Snow,Pushmataha,Pushmataha County,74567
OK,Oklahoma,Talihina,Le Flore,Le Flore County,74571
OK,Oklahoma,Stuart,Hughes,Hughes County,74570
OK,Oklahoma,Stringtown,Atoka,Atoka County,74569
OK,Oklahoma,Marland,Noble,Noble County,74644
OK,Oklahoma,Lamont,Grant,Grant County,74643
OK,Oklahoma,Kaw City,Kay,Kay County,74641
OK,Oklahoma,Nardin,Kay,Kay County,74646
OK,Oklahoma,Red Rock,Noble,Noble County,74651
OK,Oklahoma,Ralston,Pawnee,Pawnee County,74650
OK,Oklahoma,Newkirk,Kay,Kay County,74647
OK,Oklahoma,Hunter,Garfield,Garfield County,74640
OK,Oklahoma,Blackwell,Kay,Kay County,74631
OK,Oklahoma,Billings,Noble,Noble County,74630
OK,Oklahoma,Ponca City,Kay,Kay County,74604
OK,Oklahoma,Braman,Kay,Kay County,74632
OK,Oklahoma,Fairfax,Osage,Osage County,74637
OK,Oklahoma,Deer Creek,Grant,Grant County,74636
OK,Oklahoma,Burbank,Osage,Osage County,74633
OK,Oklahoma,Clarita,Coal,Coal County,74535
OK,Oklahoma,Centrahoma,Coal,Coal County,74534
OK,Oklahoma,Caney,Atoka,Atoka County,74533
OK,Oklahoma,Clayton,Pushmataha,Pushmataha County,74536
OK,Oklahoma,Atoka,Atoka,Atoka County,74542
OK,Oklahoma,Daisy,Atoka,Atoka County,74540
OK,Oklahoma,Coalgate,Coal,Coal County,74538
OK,Oklahoma,Calvin,Hughes,Hughes County,74531
OK,Oklahoma,Antlers,Pushmataha,Pushmataha County,74523
OK,Oklahoma,Alderson,Pittsburg,Pittsburg County,74522
OK,Oklahoma,Albion,Pushmataha,Pushmataha County,74521
OK,Oklahoma,Atoka,Atoka,Atoka County,74525
OK,Oklahoma,Bromide,Johnston,Johnston County,74530
OK,Oklahoma,Blocker,Pittsburg,Pittsburg County,74529
OK,Oklahoma,Blanco,Pittsburg,Pittsburg County,74528
OK,Oklahoma,Moyers,Pushmataha,Pushmataha County,74557
OK,Oklahoma,Lehigh,Coal,Coal County,74556
OK,Oklahoma,Lane,Atoka,Atoka County,74555
OK,Oklahoma,Nashoba,Pushmataha,Pushmataha County,74558
OK,Oklahoma,Quinton,Pittsburg,Pittsburg County,74561
OK,Oklahoma,Pittsburg,Pittsburg,Pittsburg County,74560
OK,Oklahoma,Panola,Latimer,Latimer County,74559
OK,Oklahoma,Krebs,Pittsburg,Pittsburg County,74554
OK,Oklahoma,Haileyville,Pittsburg,Pittsburg County,74546
OK,Oklahoma,Gowen,Latimer,Latimer County,74545
OK,Oklahoma,Finley,Pushmataha,Pushmataha County,74543
OK,Oklahoma,Hartshorne,Pittsburg,Pittsburg County,74547
OK,Oklahoma,Kiowa,Pittsburg,Pittsburg County,74553
OK,Oklahoma,Kinta,Haskell,Haskell County,74552
OK,Oklahoma,Honobia,Le Flore,Le Flore County,74549
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73190
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73189
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73185
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73193
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73196
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73195
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73194
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73184
OK,Oklahoma,Edmond,Oklahoma,Oklahoma County,73003
OK,Oklahoma,Amber,Grady,Grady County,73004
OK,Oklahoma,Anadarko,Caddo,Caddo County,73005
OK,Oklahoma,Alex,Grady,Grady County,73002
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73180
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73179
OK,Oklahoma,Albert,Caddo,Caddo County,73001
OK,Oklahoma,Foster,Stephens,Stephens County,73434
OK,Oklahoma,Elmore City,Garvin,Garvin County,73433
OK,Oklahoma,Coleman,Johnston,Johnston County,73432
OK,Oklahoma,Fox,Carter,Carter County,73435
OK,Oklahoma,Healdton,Carter,Carter County,73438
OK,Oklahoma,Graham,Carter,Carter County,73437
OK,Oklahoma,Gene Autry,Carter,Carter County,73436
OK,Oklahoma,Burneyville,Love,Love County,73430
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73199
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73198
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73197
OK,Oklahoma,Ardmore,Carter,Carter County,73401
OK,Oklahoma,Countyline,Stephens,Stephens County,73425
OK,Oklahoma,Ardmore,Carter,Carter County,73403
OK,Oklahoma,Ardmore,Carter,Carter County,73402
OK,Oklahoma,Norman,Cleveland,Cleveland County,73026
OK,Oklahoma,Coyle,Logan,Logan County,73027
OK,Oklahoma,Crescent,Logan,Logan County,73028
OK,Oklahoma,Corn,Washita,Washita County,73024
OK,Oklahoma,Colony,Washita,Washita County,73021
OK,Oklahoma,Concho,Canadian,Canadian County,73022
OK,Oklahoma,Chickasha,Grady,Grady County,73023
OK,Oklahoma,Cyril,Caddo,Caddo County,73029
OK,Oklahoma,Edmond,Oklahoma,Oklahoma County,73034
OK,Oklahoma,El Reno,Canadian,Canadian County,73036
OK,Oklahoma,Fort Cobb,Caddo,Caddo County,73038
OK,Oklahoma,Eakly,Caddo,Caddo County,73033
OK,Oklahoma,Davis,Murray,Murray County,73030
OK,Oklahoma,Dibble,Mcclain,Mcclain County,73031
OK,Oklahoma,Dougherty,Murray,Murray County,73032
OK,Oklahoma,Blanchard,Mcclain,Mcclain County,73010
OK,Oklahoma,Bradley,Grady,Grady County,73011
OK,Oklahoma,Bray,Stephens,Stephens County,73012
OK,Oklahoma,Binger,Caddo,Caddo County,73009
OK,Oklahoma,Apache,Caddo,Caddo County,73006
OK,Oklahoma,Arcadia,Oklahoma,Oklahoma County,73007
OK,Oklahoma,Bethany,Oklahoma,Oklahoma County,73008
OK,Oklahoma,Edmond,Oklahoma,Oklahoma County,73013
OK,Oklahoma,Chickasha,Grady,Grady County,73018
OK,Oklahoma,Norman,Cleveland,Cleveland County,73019
OK,Oklahoma,Choctaw,Oklahoma,Oklahoma County,73020
OK,Oklahoma,Cement,Caddo,Caddo County,73017
OK,Oklahoma,Calumet,Canadian,Canadian County,73014
OK,Oklahoma,Carnegie,Caddo,Caddo County,73015
OK,Oklahoma,Cashion,Kingfisher,Kingfisher County,73016
OK,Oklahoma,Davidson,Tillman,Tillman County,73530
OK,Oklahoma,Comanche,Stephens,Stephens County,73529
OK,Oklahoma,Chattanooga,Comanche,Comanche County,73528
OK,Oklahoma,Devol,Cotton,Cotton County,73531
OK,Oklahoma,Duncan,Stephens,Stephens County,73534
OK,Oklahoma,Duncan,Stephens,Stephens County,73533
OK,Oklahoma,Duke,Jackson,Jackson County,73532
OK,Oklahoma,Cache,Comanche,Comanche County,73527
OK,Oklahoma,Addington,Jefferson,Jefferson County,73520
OK,Oklahoma,Lawton,Comanche,Comanche County,73507
OK,Oklahoma,Lawton,Comanche,Comanche County,73506
OK,Oklahoma,Altus,Jackson,Jackson County,73521
OK,Oklahoma,Blair,Jackson,Jackson County,73526
OK,Oklahoma,Altus Afb,Jackson,Jackson County,73523
OK,Oklahoma,Altus,Jackson,Jackson County,73522
OK,Oklahoma,Granite,Greer,Greer County,73547
OK,Oklahoma,Grandfield,Tillman,Tillman County,73546
OK,Oklahoma,Gould,Harmon,Harmon County,73544
OK,Oklahoma,Hastings,Jefferson,Jefferson County,73548
OK,Oklahoma,Hollister,Tillman,Tillman County,73551
OK,Oklahoma,Hollis,Harmon,Harmon County,73550
OK,Oklahoma,Headrick,Jackson,Jackson County,73549
OK,Oklahoma,Geronimo,Comanche,Comanche County,73543
OK,Oklahoma,Elgin,Comanche,Comanche County,73538
OK,Oklahoma,Eldorado,Jackson,Jackson County,73537
OK,Oklahoma,Duncan,Stephens,Stephens County,73536
OK,Oklahoma,Elmer,Jackson,Jackson County,73539
OK,Oklahoma,Frederick,Tillman,Tillman County,73542
OK,Oklahoma,Fletcher,Comanche,Comanche County,73541
OK,Oklahoma,Faxon,Comanche,Comanche County,73540
OK,Oklahoma,Milburn,Johnston,Johnston County,73450
OK,Oklahoma,Mead,Bryan,Bryan County,73449
OK,Oklahoma,Marietta,Love,Love County,73448
OK,Oklahoma,Ardmore,Carter,Carter County,73451
OK,Oklahoma,Ravia,Johnston,Johnston County,73455
OK,Oklahoma,Ardmore,Carter,Carter County,73454
OK,Oklahoma,Overbrook,Love,Love County,73453
OK,Oklahoma,Mannsville,Johnston,Johnston County,73447
OK,Oklahoma,Leon,Love,Love County,73441
OK,Oklahoma,Lebanon,Marshall,Marshall County,73440
OK,Oklahoma,Kingston,Marshall,Marshall County,73439
OK,Oklahoma,Loco,Stephens,Stephens County,73442
OK,Oklahoma,Madill,Marshall,Marshall County,73446
OK,Oklahoma,Hennepin,Garvin,Garvin County,73444
OK,Oklahoma,Lone Grove,Carter,Carter County,73443
OK,Oklahoma,Velma,Stephens,Stephens County,73491
OK,Oklahoma,Tussy,Carter,Carter County,73488
OK,Oklahoma,Tatums,Carter,Carter County,73487
OK,Oklahoma,Lawton,Comanche,Comanche County,73501
OK,Oklahoma,Lawton,Comanche,Comanche County,73505
OK,Oklahoma,Fort Sill,Comanche,Comanche County,73503
OK,Oklahoma,Lawton,Comanche,Comanche County,73502
OK,Oklahoma,Ratliff City,Carter,Carter County,73481
OK,Oklahoma,Thackerville,Love,Love County,73459
OK,Oklahoma,Springer,Carter,Carter County,73458
OK,Oklahoma,Ringling,Jefferson,Jefferson County,73456
OK,Oklahoma,Tishomingo,Johnston,Johnston County,73460
OK,Oklahoma,Pernell,Garvin,Garvin County,73476
OK,Oklahoma,Wilson,Carter,Carter County,73463
OK,Oklahoma,Wapanucka,Johnston,Johnston County,73461
OK,Oklahoma,Foster,Murray,Murray County,73039
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73127
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73128
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73129
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73126
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73123
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73124
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73125
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73130
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73136
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73137
OK,Oklahoma,Oklahoma City,Cleveland,Cleveland County,73139
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73135
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73131
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73132
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73134
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73112
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73113
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73114
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73111
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73108
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73109
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73110
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73115
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73120
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73121
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73122
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73119
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73116
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73117
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73118
OK,Oklahoma,Oklahoma City,Cleveland,Cleveland County,73160
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73162
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73163
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73159
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73155
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73156
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73157
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73164
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73172
OK,Oklahoma,Oklahoma City,Cleveland,Cleveland County,73173
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73177
OK,Oklahoma,Oklahoma City,Cleveland,Cleveland County,73170
OK,Oklahoma,Oklahoma City,Cleveland,Cleveland County,73165
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73167
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73169
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73144
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73145
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73146
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73143
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73140
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73141
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73142
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73147
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73152
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73153
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73154
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73151
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73148
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73149
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73150
OK,Oklahoma,Morrison,Noble,Noble County,73061
OK,Oklahoma,Mountain View,Kiowa,Kiowa County,73062
OK,Oklahoma,Mulhall,Logan,Logan County,73063
OK,Oklahoma,Minco,Grady,Grady County,73059
OK,Oklahoma,Marshall,Logan,Logan County,73056
OK,Oklahoma,Maysville,Garvin,Garvin County,73057
OK,Oklahoma,Meridian,Logan,Logan County,73058
OK,Oklahoma,Mustang,Canadian,Canadian County,73064
OK,Oklahoma,Norman,Cleveland,Cleveland County,73069
OK,Oklahoma,Norman,Cleveland,Cleveland County,73070
OK,Oklahoma,Norman,Cleveland,Cleveland County,73071
OK,Oklahoma,Noble,Cleveland,Cleveland County,73068
OK,Oklahoma,Newcastle,Mcclain,Mcclain County,73065
OK,Oklahoma,Nicoma Park,Oklahoma,Oklahoma County,73066
OK,Oklahoma,Ninnekah,Grady,Grady County,73067
OK,Oklahoma,Guthrie,Logan,Logan County,73044
OK,Oklahoma,Harrah,Oklahoma,Oklahoma County,73045
OK,Oklahoma,Hinton,Caddo,Caddo County,73047
OK,Oklahoma,Greenfield,Blaine,Blaine County,73043
OK,Oklahoma,Geary,Blaine,Blaine County,73040
OK,Oklahoma,Gotebo,Kiowa,Kiowa County,73041
OK,Oklahoma,Gracemont,Caddo,Caddo County,73042
OK,Oklahoma,Hydro,Caddo,Caddo County,73048
OK,Oklahoma,Lookeba,Caddo,Caddo County,73053
OK,Oklahoma,Luther,Oklahoma,Oklahoma County,73054
OK,Oklahoma,Marlow,Stephens,Stephens County,73055
OK,Oklahoma,Lindsay,Garvin,Garvin County,73052
OK,Oklahoma,Jones,Oklahoma,Oklahoma County,73049
OK,Oklahoma,Langston,Logan,Logan County,73050
OK,Oklahoma,Lexington,Cleveland,Cleveland County,73051
OK,Oklahoma,Weatherford,Custer,Custer County,73096
OK,Oklahoma,Wheatland,Oklahoma,Oklahoma County,73097
OK,Oklahoma,Wynnewood,Garvin,Garvin County,73098
OK,Oklahoma,Wayne,Mcclain,Mcclain County,73095
OK,Oklahoma,Verden,Grady,Grady County,73092
OK,Oklahoma,Washington,Mcclain,Mcclain County,73093
OK,Oklahoma,Washita,Caddo,Caddo County,73094
OK,Oklahoma,Yukon,Canadian,Canadian County,73099
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73105
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73106
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73107
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73104
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73101
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73102
OK,Oklahoma,Oklahoma City,Oklahoma,Oklahoma County,73103
OK,Oklahoma,Perry,Noble,Noble County,73077
OK,Oklahoma,Piedmont,Canadian,Canadian County,73078
OK,Oklahoma,Pocasset,Grady,Grady County,73079
OK,Oklahoma,Pauls Valley,Garvin,Garvin County,73075
OK,Oklahoma,Norman,Cleveland,Cleveland County,73072
OK,Oklahoma,Orlando,Logan,Logan County,73073
OK,Oklahoma,Paoli,Garvin,Garvin County,73074
OK,Oklahoma,Purcell,Mcclain,Mcclain County,73080
OK,Oklahoma,Sulphur,Murray,Murray County,73086
OK,Oklahoma,Tuttle,Grady,Grady County,73089
OK,Oklahoma,Union City,Canadian,Canadian County,73090
OK,Oklahoma,Yukon,Canadian,Canadian County,73085
OK,Oklahoma,Rush Springs,Grady,Grady County,73082
OK,Oklahoma,Edmond,Oklahoma,Oklahoma County,73083
OK,Oklahoma,Spencer,Oklahoma,Oklahoma County,73084
OK,Oklahoma,Indiahoma,Comanche,Comanche County,73552
OK,Oklahoma,Collinsville,Tulsa,Tulsa County,74021
OK,Oklahoma,Cleveland,Pawnee,Pawnee County,74020
OK,Oklahoma,Claremore,Rogers,Rogers County,74019
OK,Oklahoma,Copan,Washington,Washington County,74022
OK,Oklahoma,Delaware,Nowata,Nowata County,74027
OK,Oklahoma,Davenport,Lincoln,Lincoln County,74026
OK,Oklahoma,Cushing,Payne,Payne County,74023
OK,Oklahoma,Claremore,Rogers,Rogers County,74018
OK,Oklahoma,Broken Arrow,Tulsa,Tulsa County,74013
OK,Oklahoma,Broken Arrow,Tulsa,Tulsa County,74012
OK,Oklahoma,Broken Arrow,Tulsa,Tulsa County,74011
OK,Oklahoma,Broken Arrow,Wagoner,Wagoner County,74014
OK,Oklahoma,Claremore,Rogers,Rogers County,74017
OK,Oklahoma,Chelsea,Rogers,Rogers County,74016
OK,Oklahoma,Catoosa,Rogers,Rogers County,74015
OK,Oklahoma,Jennings,Pawnee,Pawnee County,74038
OK,Oklahoma,Jenks,Tulsa,Tulsa County,74037
OK,Oklahoma,Inola,Rogers,Rogers County,74036
OK,Oklahoma,Kellyville,Creek,Creek County,74039
OK,Oklahoma,Leonard,Tulsa,Tulsa County,74043
OK,Oklahoma,Lenapah,Nowata,Nowata County,74042
OK,Oklahoma,Kiefer,Creek,Creek County,74041
OK,Oklahoma,Hominy,Osage,Osage County,74035
OK,Oklahoma,Drumright,Creek,Creek County,74030
OK,Oklahoma,Dewey,Washington,Washington County,74029
OK,Oklahoma,Depew,Creek,Creek County,74028
OK,Oklahoma,Foyil,Rogers,Rogers County,74031
OK,Oklahoma,Hallett,Pawnee,Pawnee County,74034
OK,Oklahoma,Glenpool,Tulsa,Tulsa County,74033
OK,Oklahoma,Glencoe,Payne,Payne County,74032
OK,Oklahoma,Felt,Cimarron,Cimarron County,73937
OK,Oklahoma,Boise City,Cimarron,Cimarron County,73933
OK,Oklahoma,Beaver,Beaver,Beaver County,73932
OK,Oklahoma,Forgan,Beaver,Beaver County,73938
OK,Oklahoma,Hardesty,Texas,Texas County,73944
OK,Oklahoma,Guymon,Texas,Texas County,73942
OK,Oklahoma,Goodwell,Texas,Texas County,73939
OK,Oklahoma,Balko,Beaver,Beaver County,73931
OK,Oklahoma,Sharon,Woodward,Woodward County,73857
OK,Oklahoma,Rosston,Harper,Harper County,73855
OK,Oklahoma,Mutual,Woodward,Woodward County,73853
OK,Oklahoma,Shattuck,Ellis,Ellis County,73858
OK,Oklahoma,Adams,Texas,Texas County,73901
OK,Oklahoma,Waynoka,Woods,Woods County,73860
OK,Oklahoma,Vici,Dewey,Dewey County,73859
OK,Oklahoma,Bartlesville,Washington,Washington County,74005
OK,Oklahoma,Bartlesville,Washington,Washington County,74004
OK,Oklahoma,Bartlesville,Washington,Washington County,74003
OK,Oklahoma,Bartlesville,Washington,Washington County,74006
OK,Oklahoma,Bristow,Creek,Creek County,74010
OK,Oklahoma,Bowring,Osage,Osage County,74009
OK,Oklahoma,Bixby,Tulsa,Tulsa County,74008
OK,Oklahoma,Barnsdall,Osage,Osage County,74002
OK,Oklahoma,Keyes,Cimarron,Cimarron County,73947
OK,Oklahoma,Kenton,Cimarron,Cimarron County,73946
OK,Oklahoma,Hooker,Texas,Texas County,73945
OK,Oklahoma,Texhoma,Texas,Texas County,73949
OK,Oklahoma,Avant,Osage,Osage County,74001
OK,Oklahoma,Tyrone,Texas,Texas County,73951
OK,Oklahoma,Turpin,Beaver,Beaver County,73950
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74104
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74103
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74102
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74105
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74108
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74107
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74106
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74101
OK,Oklahoma,Terlton,Pawnee,Pawnee County,74081
OK,Oklahoma,Talala,Rogers,Rogers County,74080
OK,Oklahoma,Stroud,Lincoln,Lincoln County,74079
OK,Oklahoma,Vera,Washington,Washington County,74082
OK,Oklahoma,Yale,Payne,Payne County,74085
OK,Oklahoma,Wynona,Osage,Osage County,74084
OK,Oklahoma,Wann,Nowata,Nowata County,74083
OK,Oklahoma,Tulsa,Osage,Osage County,74127
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74126
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74121
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74128
OK,Oklahoma,Tulsa,Creek,Creek County,74131
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74130
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74129
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74120
OK,Oklahoma,Tulsa,Tulsa,Tulsa County,74114
