dimstate,dimcity,dimzipcode,dimcounty,dimcounty2
TX,Austin,78705,Travis,Travis County
TX,Austin,78708,Travis,Travis County
TX,Austin,78709,Travis,Travis County
TX,Austin,78710,Travis,Travis County
TX,Austin,78711,Travis,Travis County
TX,Austin,78712,Travis,Travis County
TX,Austin,78713,Travis,Travis County
TX,Austin,78714,Travis,Travis County
TX,Austin,78715,Travis,Travis County
TX,Austin,78716,Travis,Travis County
TX,Austin,78717,Williamson,Williamson County
TX,Austin,78718,Travis,Travis County
TX,Austin,78719,Travis,Travis County
TX,Austin,78720,Travis,Travis County
TX,Austin,78721,Travis,Travis County
TX,Austin,78722,Travis,Travis County
TX,Austin,78723,Travis,Travis County
TX,Austin,78724,Travis,Travis County
TX,Austin,78725,Travis,Travis County
TX,Austin,78726,Travis,Travis County
TX,Austin,78727,Travis,Travis County
TX,Austin,78728,Travis,Travis County
TX,Austin,78729,Williamson,Williamson County
TX,Austin,78730,Travis,Travis County
TX,Austin,78731,Travis,Travis County
TX,Austin,78732,Travis,Travis County
TX,Austin,78733,Travis,Travis County
TX,Austin,78734,Travis,Travis County
TX,Austin,78735,Travis,Travis County
TX,Austin,78736,Travis,Travis County
TX,Austin,78737,Travis,Travis County
TX,Austin,78738,Travis,Travis County
TX,Austin,78739,Travis,Travis County
TX,Austin,78741,Travis,Travis County
TX,Austin,78742,Travis,Travis County
TX,Austin,78744,Travis,Travis County
TX,Austin,78745,Travis,Travis County
TX,Austin,78746,Travis,Travis County
TX,Austin,78747,Travis,Travis County
TX,Austin,78748,Travis,Travis County
TX,Austin,78749,Travis,Travis County
TX,Austin,78750,Travis,Travis County
TX,Austin,78751,Travis,Travis County
TX,Austin,78752,Travis,Travis County
TX,Austin,78753,Travis,Travis County
TX,Austin,78754,Travis,Travis County
TX,Austin,78755,Travis,Travis County
TX,Austin,78756,Travis,Travis County
TX,Austin,78757,Travis,Travis County
TX,Austin,78758,Travis,Travis County
TX,Austin,78759,Travis,Travis County
TX,Austin,78760,Travis,Travis County
TX,Austin,78761,Travis,Travis County
TX,Austin,78762,Travis,Travis County
TX,Austin,78763,Travis,Travis County
TX,Austin,78764,Travis,Travis County
TX,Austin,78765,Travis,Travis County
TX,Austin,78766,Travis,Travis County
TX,Austin,78767,Travis,Travis County
TX,Austin,78768,Travis,Travis County
TX,Austin,78769,Travis,Travis County
TX,Austin,78772,Travis,Travis County
TX,Austin,78773,Travis,Travis County
TX,Austin,78774,Travis,Travis County
TX,Austin,78778,Travis,Travis County
TX,Austin,78779,Travis,Travis County
TX,Austin,78780,Travis,Travis County
TX,Austin,78781,Travis,Travis County
TX,Austin,78783,Travis,Travis County
TX,Austin,78785,Travis,Travis County
TX,Austin,78786,Travis,Travis County
TX,Austin,78788,Travis,Travis County
TX,Austin,78789,Travis,Travis County
TX,Dell Computers,78798,Williamson,Williamson County
TX,Austin,78799,Travis,Travis County
TX,Uvalde,78801,Uvalde,Uvalde County
TX,Uvalde,78802,Uvalde,Uvalde County
TX,Asherton,78827,Dimmit,Dimmit County
TX,Barksdale,78828,Edwards,Edwards County
TX,Batesville,78829,Zavala,Zavala County
TX,Big Wells,78830,Dimmit,Dimmit County
TX,Brackettville,78832,Kinney,Kinney County
TX,Camp Wood,78833,Real,Real County
TX,Carrizo Springs,78834,Dimmit,Dimmit County
TX,Catarina,78836,Dimmit,Dimmit County
TX,Comstock,78837,Val Verde,Val Verde County
TX,Concan,78838,Uvalde,Uvalde County
TX,Crystal City,78839,Zavala,Zavala County
TX,Del Rio,78840,Val Verde,Val Verde County
TX,Del Rio,78841,Val Verde,Val Verde County
TX,Del Rio,78842,Val Verde,Val Verde County
TX,Laughlin A F B,78843,Val Verde,Val Verde County
TX,Del Rio,78847,Val Verde,Val Verde County
TX,D Hanis,78850,Medina,Medina County
TX,Dryden,78851,Terrell,Terrell County
TX,Eagle Pass,78852,Maverick,Maverick County
TX,Eagle Pass,78853,Maverick,Maverick County
TX,El Indio,78860,Maverick,Maverick County
TX,Hondo,78861,Medina,Medina County
TX,Knippa,78870,Uvalde,Uvalde County
TX,Langtry,78871,Val Verde,Val Verde County
TX,La Pryor,78872,Zavala,Zavala County
TX,Leakey,78873,Real,Real County
TX,Quemado,78877,Maverick,Maverick County
TX,Rio Frio,78879,Real,Real County
TX,Rocksprings,78880,Edwards,Edwards County
TX,Sabinal,78881,Uvalde,Uvalde County
TX,Tarpley,78883,Bandera,Bandera County
TX,Utopia,78884,Uvalde,Uvalde County
TX,Vanderpool,78885,Bandera,Bandera County
TX,Yancey,78886,Medina,Medina County
TX,Bleiblerville,78931,Austin,Austin County
TX,Carmine,78932,Fayette,Fayette County
TX,Cat Spring,78933,Austin,Austin County
TX,Columbus,78934,Colorado,Colorado County
TX,Alleyton,78935,Colorado,Colorado County
TX,Ellinger,78938,Fayette,Fayette County
TX,Fayetteville,78940,Fayette,Fayette County
TX,Flatonia,78941,Fayette,Fayette County
TX,Giddings,78942,Lee,Lee County
TX,Glidden,78943,Colorado,Colorado County
TX,Industry,78944,Austin,Austin County
TX,La Grange,78945,Fayette,Fayette County
TX,Ledbetter,78946,Fayette,Fayette County
TX,Lexington,78947,Lee,Lee County
TX,Lincoln,78948,Lee,Lee County
TX,Muldoon,78949,Fayette,Fayette County
TX,New Ulm,78950,Austin,Austin County
TX,Oakland,78951,Colorado,Colorado County
TX,Plum,78952,Fayette,Fayette County
TX,Rosanky,78953,Bastrop,Bastrop County
TX,Round Top,78954,Fayette,Fayette County
TX,Schulenburg,78956,Fayette,Fayette County
TX,Smithville,78957,Bastrop,Bastrop County
TX,Waelder,78959,Gonzales,Gonzales County
TX,Warda,78960,Fayette,Fayette County
TX,Round Top,78961,Fayette,Fayette County
TX,Weimar,78962,Colorado,Colorado County
TX,West Point,78963,Fayette,Fayette County
TX,Adrian,79001,Oldham,Oldham County
TX,Alanreed,79002,Gray,Gray County
TX,Allison,79003,Wheeler,Wheeler County
TX,Booker,79005,Lipscomb,Lipscomb County
TX,Borger,79007,Hutchinson,Hutchinson County
TX,Borger,79008,Hutchinson,Hutchinson County
TX,Bovina,79009,Parmer,Parmer County
TX,Boys Ranch,79010,Oldham,Oldham County
TX,Briscoe,79011,Wheeler,Wheeler County
TX,Bushland,79012,Potter,Potter County
TX,Cactus,79013,Moore,Moore County
TX,Canadian,79014,Hemphill,Hemphill County
TX,Canyon,79015,Randall,Randall County
TX,Canyon,79016,Randall,Randall County
TX,Channing,79018,Hartley,Hartley County
TX,Claude,79019,Armstrong,Armstrong County
TX,Cotton Center,79021,Hale,Hale County
TX,Dalhart,79022,Dallam,Dallam County
TX,Darrouzett,79024,Lipscomb,Lipscomb County
TX,Dawn,79025,Deaf Smith,Deaf Smith County
TX,Dimmitt,79027,Castro,Castro County
TX,Dumas,79029,Moore,Moore County
TX,Earth,79031,Lamb,Lamb County
TX,Edmonson,79032,Hale,Hale County
TX,Farnsworth,79033,Ochiltree,Ochiltree County
TX,Follett,79034,Lipscomb,Lipscomb County
TX,Friona,79035,Parmer,Parmer County
TX,Fritch,79036,Hutchinson,Hutchinson County
TX,Groom,79039,Carson,Carson County
TX,Gruver,79040,Hansford,Hansford County
TX,Hale Center,79041,Hale,Hale County
TX,Happy,79042,Swisher,Swisher County
TX,Hart,79043,Castro,Castro County
TX,Hartley,79044,Hartley,Hartley County
TX,Hereford,79045,Deaf Smith,Deaf Smith County
TX,Higgins,79046,Lipscomb,Lipscomb County
TX,Kerrick,79051,Dallam,Dallam County
TX,Kress,79052,Swisher,Swisher County
TX,Lazbuddie,79053,Parmer,Parmer County
TX,Lefors,79054,Gray,Gray County
TX,Lipscomb,79056,Lipscomb,Lipscomb County
TX,Mclean,79057,Gray,Gray County
TX,Masterson,79058,Moore,Moore County
TX,Miami,79059,Roberts,Roberts County
TX,Mobeetie,79061,Wheeler,Wheeler County
TX,Morse,79062,Hansford,Hansford County
TX,Nazareth,79063,Castro,Castro County
TX,Olton,79064,Lamb,Lamb County
TX,Pampa,79065,Gray,Gray County
TX,Pampa,79066,Gray,Gray County
TX,Panhandle,79068,Carson,Carson County
TX,Perryton,79070,Ochiltree,Ochiltree County
TX,Plainview,79072,Hale,Hale County
TX,Plainview,79073,Hale,Hale County
TX,Samnorwood,79077,Collingsworth,Collingsworth County
TX,Sanford,79078,Hutchinson,Hutchinson County
TX,Shamrock,79079,Wheeler,Wheeler County
TX,Skellytown,79080,Carson,Carson County
TX,Spearman,79081,Hansford,Hansford County
TX,Springlake,79082,Lamb,Lamb County
TX,Stinnett,79083,Hutchinson,Hutchinson County
TX,Stratford,79084,Sherman,Sherman County
TX,Summerfield,79085,Castro,Castro County
TX,Sunray,79086,Moore,Moore County
TX,Texline,79087,Dallam,Dallam County
TX,Tulia,79088,Swisher,Swisher County
TX,Umbarger,79091,Randall,Randall County
TX,Vega,79092,Oldham,Oldham County
TX,Waka,79093,Ochiltree,Ochiltree County
TX,Wayside,79094,Armstrong,Armstrong County
TX,Wellington,79095,Collingsworth,Collingsworth County
TX,Wheeler,79096,Wheeler,Wheeler County
TX,White Deer,79097,Carson,Carson County
TX,Wildorado,79098,Oldham,Oldham County
TX,Amarillo,79101,Potter,Potter County
TX,Amarillo,79102,Potter,Potter County
TX,Amarillo,79103,Potter,Potter County
TX,Amarillo,79104,Potter,Potter County
TX,Amarillo,79105,Potter,Potter County
TX,Amarillo,79106,Potter,Potter County
TX,Amarillo,79107,Potter,Potter County
TX,Amarillo,79108,Potter,Potter County
TX,Amarillo,79109,Randall,Randall County
TX,Amarillo,79110,Randall,Randall County
TX,Amarillo,79111,Potter,Potter County
TX,Amarillo,79114,Randall,Randall County
TX,Amarillo,79116,Potter,Potter County
TX,Amarillo,79117,Potter,Potter County
TX,Amarillo,79118,Randall,Randall County
TX,Amarillo,79119,Randall,Randall County
TX,Amarillo,79120,Potter,Potter County
TX,Amarillo,79121,Randall,Randall County
TX,Amarillo,79123,Potter,Potter County
TX,Amarillo,79124,Potter,Potter County
TX,Amarillo,79159,Potter,Potter County
TX,Amarillo,79163,Potter,Potter County
TX,Amarillo,79164,Potter,Potter County
TX,Amarillo,79165,Potter,Potter County
TX,Amarillo,79166,Potter,Potter County
TX,Amarillo,79167,Potter,Potter County
TX,Amarillo,79168,Potter,Potter County
TX,Amarillo,79170,Potter,Potter County
TX,Amarillo,79171,Potter,Potter County
TX,Amarillo,79172,Potter,Potter County
TX,Amarillo,79174,Potter,Potter County
TX,Amarillo,79175,Potter,Potter County
TX,Amarillo,79178,Potter,Potter County
TX,Amarillo,79180,Potter,Potter County
TX,Amarillo,79181,Potter,Potter County
TX,Amarillo,79182,Potter,Potter County
TX,Amarillo,79184,Potter,Potter County
TX,Amarillo,79185,Potter,Potter County
TX,Amarillo,79186,Potter,Potter County
TX,Amarillo,79187,Potter,Potter County
TX,Amarillo,79189,Potter,Potter County
TX,Childress,79201,Childress,Childress County
TX,Afton,79220,Dickens,Dickens County
TX,Aiken,79221,Floyd,Floyd County
TX,Carey,79222,Childress,Childress County
TX,Cee Vee,79223,Cottle,Cottle County
TX,Chalk,79224,Cottle,Cottle County
TX,Chillicothe,79225,Hardeman,Hardeman County
TX,Clarendon,79226,Donley,Donley County
TX,Crowell,79227,Foard,Foard County
TX,Dickens,79229,Dickens,Dickens County
TX,Dodson,79230,Collingsworth,Collingsworth County
TX,Dougherty,79231,Floyd,Floyd County
TX,Dumont,79232,King,King County
TX,Estelline,79233,Hall,Hall County
TX,Flomot,79234,Motley,Motley County
TX,Floydada,79235,Floyd,Floyd County
TX,Guthrie,79236,King,King County
TX,Hedley,79237,Donley,Donley County
TX,Kirkland,79238,Childress,Childress County
TX,Lakeview,79239,Hall,Hall County
TX,Lelia Lake,79240,Donley,Donley County
TX,Lockney,79241,Floyd,Floyd County
TX,Mcadoo,79243,Dickens,Dickens County
TX,Matador,79244,Motley,Motley County
TX,Memphis,79245,Hall,Hall County
TX,Odell,79247,Wilbarger,Wilbarger County
TX,Paducah,79248,Cottle,Cottle County
TX,Petersburg,79250,Hale,Hale County
TX,Quail,79251,Collingsworth,Collingsworth County
TX,Quanah,79252,Hardeman,Hardeman County
TX,Quitaque,79255,Briscoe,Briscoe County
TX,Roaring Springs,79256,Motley,Motley County
TX,Silverton,79257,Briscoe,Briscoe County
TX,South Plains,79258,Floyd,Floyd County
TX,Tell,79259,Childress,Childress County
TX,Turkey,79261,Hall,Hall County
TX,Abernathy,79311,Hale,Hale County
TX,Amherst,79312,Lamb,Lamb County
TX,Anton,79313,Hockley,Hockley County
TX,Bledsoe,79314,Cochran,Cochran County
TX,Brownfield,79316,Terry,Terry County
TX,Bula,79320,Bailey,Bailey County
TX,Crosbyton,79322,Crosby,Crosby County
TX,Denver City,79323,Yoakum,Yoakum County
TX,Enochs,79324,Bailey,Bailey County
TX,Farwell,79325,Parmer,Parmer County
TX,Fieldton,79326,Lamb,Lamb County
TX,Idalou,79329,Lubbock,Lubbock County
TX,Justiceburg,79330,Garza,Garza County
TX,Lamesa,79331,Dawson,Dawson County
TX,Levelland,79336,Hockley,Hockley County
TX,Levelland,79338,Hockley,Hockley County
TX,Littlefield,79339,Lamb,Lamb County
TX,Loop,79342,Gaines,Gaines County
TX,Lorenzo,79343,Crosby,Crosby County
TX,Maple,79344,Bailey,Bailey County
TX,Meadow,79345,Terry,Terry County
TX,Morton,79346,Cochran,Cochran County
TX,Muleshoe,79347,Bailey,Bailey County
TX,New Deal,79350,Lubbock,Lubbock County
TX,Odonnell,79351,Lynn,Lynn County
TX,Pep,79353,Hockley,Hockley County
TX,Plains,79355,Yoakum,Yoakum County
TX,Post,79356,Garza,Garza County
TX,Ralls,79357,Crosby,Crosby County
TX,Ropesville,79358,Hockley,Hockley County
TX,Seagraves,79359,Gaines,Gaines County
TX,Seminole,79360,Gaines,Gaines County
TX,Shallowater,79363,Lubbock,Lubbock County
TX,Slaton,79364,Lubbock,Lubbock County
TX,Ransom Canyon,79366,Lubbock,Lubbock County
TX,Smyer,79367,Hockley,Hockley County
TX,Spade,79369,Lamb,Lamb County
TX,Spur,79370,Dickens,Dickens County
TX,Sudan,79371,Lamb,Lamb County
TX,Sundown,79372,Hockley,Hockley County
TX,Tahoka,79373,Lynn,Lynn County
TX,Tokio,79376,Yoakum,Yoakum County
TX,Welch,79377,Dawson,Dawson County
TX,Wellman,79378,Terry,Terry County
TX,Whiteface,79379,Cochran,Cochran County
TX,Whitharral,79380,Hockley,Hockley County
TX,Wilson,79381,Lynn,Lynn County
TX,Wolfforth,79382,Lubbock,Lubbock County
TX,New Home,79383,Lynn,Lynn County
TX,Lubbock,79401,Lubbock,Lubbock County
TX,Lubbock,79402,Lubbock,Lubbock County
TX,Lubbock,79403,Lubbock,Lubbock County
TX,Lubbock,79404,Lubbock,Lubbock County
TX,Lubbock,79405,Lubbock,Lubbock County
TX,Lubbock,79406,Lubbock,Lubbock County
TX,Lubbock,79407,Lubbock,Lubbock County
TX,Lubbock,79408,Lubbock,Lubbock County
TX,Lubbock,79409,Lubbock,Lubbock County
TX,Lubbock,79410,Lubbock,Lubbock County
TX,Lubbock,79411,Lubbock,Lubbock County
TX,Lubbock,79412,Lubbock,Lubbock County
TX,Lubbock,79413,Lubbock,Lubbock County
TX,Lubbock,79414,Lubbock,Lubbock County
TX,Lubbock,79415,Lubbock,Lubbock County
TX,Lubbock,79416,Lubbock,Lubbock County
TX,Lubbock,79423,Lubbock,Lubbock County
TX,Lubbock,79424,Lubbock,Lubbock County
TX,Lubbock,79430,Lubbock,Lubbock County
TX,Lubbock,79452,Lubbock,Lubbock County
TX,Lubbock,79453,Lubbock,Lubbock County
TX,Lubbock,79457,Lubbock,Lubbock County
TX,Lubbock,79464,Lubbock,Lubbock County
TX,Lubbock,79490,Lubbock,Lubbock County
TX,Lubbock,79491,Lubbock,Lubbock County
TX,Lubbock,79493,Lubbock,Lubbock County
TX,Lubbock,79499,Lubbock,Lubbock County
TX,Anson,79501,Jones,Jones County
TX,Aspermont,79502,Stonewall,Stonewall County
TX,Avoca,79503,Jones,Jones County
TX,Baird,79504,Callahan,Callahan County
TX,Benjamin,79505,Knox,Knox County
TX,Blackwell,79506,Nolan,Nolan County
TX,Buffalo Gap,79508,Taylor,Taylor County
TX,Clyde,79510,Callahan,Callahan County
TX,Coahoma,79511,Howard,Howard County
TX,Colorado City,79512,Mitchell,Mitchell County
TX,Dunn,79516,Scurry,Scurry County
TX,Fluvanna,79517,Scurry,Scurry County
TX,Girard,79518,Kent,Kent County
TX,Goldsboro,79519,Coleman,Coleman County
TX,Hamlin,79520,Jones,Jones County
TX,Haskell,79521,Haskell,Haskell County
TX,Hawley,79525,Jones,Jones County
TX,Hermleigh,79526,Scurry,Scurry County
TX,Ira,79527,Scurry,Scurry County
TX,Jayton,79528,Kent,Kent County
TX,Knox City,79529,Knox,Knox County
TX,Lawn,79530,Taylor,Taylor County
TX,Loraine,79532,Mitchell,Mitchell County
TX,Lueders,79533,Jones,Jones County
TX,Mc Caulley,79534,Fisher,Fisher County
TX,Maryneal,79535,Nolan,Nolan County
TX,Merkel,79536,Taylor,Taylor County
TX,Nolan,79537,Nolan,Nolan County
TX,Novice,79538,Coleman,Coleman County
TX,O Brien,79539,Haskell,Haskell County
TX,Old Glory,79540,Stonewall,Stonewall County
TX,Ovalo,79541,Taylor,Taylor County
TX,Roby,79543,Fisher,Fisher County
TX,Rochester,79544,Haskell,Haskell County
TX,Roscoe,79545,Nolan,Nolan County
TX,Rotan,79546,Fisher,Fisher County
TX,Rule,79547,Haskell,Haskell County
TX,Rule,79548,Haskell,Haskell County
TX,Snyder,79549,Scurry,Scurry County
TX,Snyder,79550,Scurry,Scurry County
TX,Stamford,79553,Jones,Jones County
TX,Sweetwater,79556,Nolan,Nolan County
TX,Sylvester,79560,Fisher,Fisher County
TX,Trent,79561,Taylor,Taylor County
TX,Tuscola,79562,Taylor,Taylor County
TX,Tye,79563,Taylor,Taylor County
TX,Westbrook,79565,Mitchell,Mitchell County
TX,Wingate,79566,Runnels,Runnels County
TX,Winters,79567,Runnels,Runnels County
TX,Abilene,79601,Taylor,Taylor County
TX,Abilene,79602,Taylor,Taylor County
TX,Abilene,79603,Taylor,Taylor County
TX,Abilene,79604,Taylor,Taylor County
TX,Abilene,79605,Taylor,Taylor County
TX,Abilene,79606,Taylor,Taylor County
TX,Dyess Afb,79607,Taylor,Taylor County
TX,Abilene,79608,Taylor,Taylor County
TX,Abilene,79697,Taylor,Taylor County
TX,Abilene,79698,Taylor,Taylor County
TX,Abilene,79699,Taylor,Taylor County
TX,Midland,79701,Midland,Midland County
TX,Midland,79702,Midland,Midland County
TX,Midland,79703,Midland,Midland County
TX,Midland,79704,Midland,Midland County
TX,Midland,79705,Midland,Midland County
TX,Midland,79706,Midland,Midland County
TX,Midland,79707,Midland,Midland County
TX,Midland,79708,Midland,Midland County
TX,Midland,79710,Midland,Midland County
TX,Midland,79711,Midland,Midland County
TX,Midland,79712,Midland,Midland County
TX,Ackerly,79713,Dawson,Dawson County
TX,Andrews,79714,Andrews,Andrews County
TX,Balmorhea,79718,Reeves,Reeves County
TX,Barstow,79719,Ward,Ward County
TX,Big Spring,79720,Howard,Howard County
TX,Big Spring,79721,Howard,Howard County
TX,Coyanosa,79730,Pecos,Pecos County
TX,Crane,79731,Crane,Crane County
TX,Forsan,79733,Howard,Howard County
TX,Fort Davis,79734,Jeff Davis,Jeff Davis County
TX,Fort Stockton,79735,Pecos,Pecos County
TX,Gail,79738,Borden,Borden County
TX,Garden City,79739,Glasscock,Glasscock County
TX,Girvin,79740,Pecos,Pecos County
TX,Goldsmith,79741,Ector,Ector County
TX,Grandfalls,79742,Ward,Ward County
TX,Imperial,79743,Pecos,Pecos County
TX,Iraan,79744,Pecos,Pecos County
TX,Kermit,79745,Winkler,Winkler County
TX,Knott,79748,Howard,Howard County
TX,Lenorah,79749,Martin,Martin County
TX,Mc Camey,79752,Upton,Upton County
TX,Mentone,79754,Loving,Loving County
TX,Midkiff,79755,Upton,Upton County
TX,Monahans,79756,Ward,Ward County
TX,Gardendale,79758,Ector,Ector County
TX,Notrees,79759,Ector,Ector County
TX,Odessa,79760,Ector,Ector County
TX,Odessa,79761,Ector,Ector County
TX,Odessa,79762,Ector,Ector County
TX,Odessa,79763,Ector,Ector County
TX,Odessa,79764,Ector,Ector County
TX,Odessa,79765,Ector,Ector County
TX,Odessa,79766,Ector,Ector County
TX,Odessa,79768,Ector,Ector County
TX,Odessa,79769,Ector,Ector County
TX,Orla,79770,Reeves,Reeves County
TX,Pecos,79772,Reeves,Reeves County
TX,Penwell,79776,Ector,Ector County
TX,Pyote,79777,Ward,Ward County
TX,Rankin,79778,Upton,Upton County
TX,Royalty,79779,Ward,Ward County
TX,Saragosa,79780,Reeves,Reeves County
TX,Sheffield,79781,Pecos,Pecos County
TX,Stanton,79782,Martin,Martin County
TX,Tarzan,79783,Martin,Martin County
TX,Toyah,79785,Reeves,Reeves County
TX,Toyahvale,79786,Reeves,Reeves County
TX,Wickett,79788,Ward,Ward County
TX,Wink,79789,Winkler,Winkler County
TX,Anthony,79821,El Paso,El Paso County
TX,Alpine,79830,Brewster,Brewster County
TX,Alpine,79831,Brewster,Brewster County
TX,Alpine,79832,Brewster,Brewster County
TX,Big Bend National Park,79834,Brewster,Brewster County
TX,Canutillo,79835,El Paso,El Paso County
TX,Clint,79836,El Paso,El Paso County
TX,Dell City,79837,Hudspeth,Hudspeth County
TX,Fabens,79838,El Paso,El Paso County
TX,Fort Hancock,79839,Hudspeth,Hudspeth County
TX,Marathon,79842,Brewster,Brewster County
TX,Marfa,79843,Presidio,Presidio County
TX,Presidio,79845,Presidio,Presidio County
TX,Redford,79846,Presidio,Presidio County
TX,Salt Flat,79847,Hudspeth,Hudspeth County
TX,Sanderson,79848,Terrell,Terrell County
TX,San Elizario,79849,El Paso,El Paso County
TX,Shafter,79850,Presidio,Presidio County
TX,Sierra Blanca,79851,Hudspeth,Hudspeth County
TX,Terlingua,79852,Brewster,Brewster County
TX,Tornillo,79853,El Paso,El Paso County
TX,Valentine,79854,Jeff Davis,Jeff Davis County
TX,Van Horn,79855,Culberson,Culberson County
TX,El Paso,79901,El Paso,El Paso County
TX,El Paso,79902,El Paso,El Paso County
TX,El Paso,79903,El Paso,El Paso County
TX,El Paso,79904,El Paso,El Paso County
TX,El Paso,79905,El Paso,El Paso County
TX,El Paso,79906,El Paso,El Paso County
TX,El Paso,79907,El Paso,El Paso County
TX,El Paso,79908,El Paso,El Paso County
TX,El Paso,79910,El Paso,El Paso County
TX,El Paso,79911,El Paso,El Paso County
TX,El Paso,79912,El Paso,El Paso County
TX,El Paso,79913,El Paso,El Paso County
TX,El Paso,79914,El Paso,El Paso County
TX,El Paso,79915,El Paso,El Paso County
TX,El Paso,79916,El Paso,El Paso County
TX,El Paso,79917,El Paso,El Paso County
TX,El Paso,79918,El Paso,El Paso County
TX,El Paso,79920,El Paso,El Paso County
TX,El Paso,79922,El Paso,El Paso County
TX,El Paso,79923,El Paso,El Paso County
TX,El Paso,79924,El Paso,El Paso County
TX,El Paso,79925,El Paso,El Paso County
TX,El Paso,79926,El Paso,El Paso County
TX,El Paso,79927,El Paso,El Paso County
TX,El Paso,79928,El Paso,El Paso County
TX,El Paso,79929,El Paso,El Paso County
TX,El Paso,79930,El Paso,El Paso County
TX,El Paso,79931,El Paso,El Paso County
TX,El Paso,79932,El Paso,El Paso County
TX,El Paso,79934,El Paso,El Paso County
TX,El Paso,79935,El Paso,El Paso County
TX,El Paso,79936,El Paso,El Paso County
TX,El Paso,79937,El Paso,El Paso County
TX,El Paso,79938,El Paso,El Paso County
TX,El Paso,79940,El Paso,El Paso County
TX,El Paso,79941,El Paso,El Paso County
TX,El Paso,79942,El Paso,El Paso County
TX,El Paso,79943,El Paso,El Paso County
TX,El Paso,79944,El Paso,El Paso County
TX,El Paso,79945,El Paso,El Paso County
TX,El Paso,79946,El Paso,El Paso County
TX,El Paso,79947,El Paso,El Paso County
TX,El Paso,79948,El Paso,El Paso County
TX,El Paso,79949,El Paso,El Paso County
TX,El Paso,79950,El Paso,El Paso County
TX,El Paso,79951,El Paso,El Paso County
TX,El Paso,79952,El Paso,El Paso County
TX,El Paso,79953,El Paso,El Paso County
TX,El Paso,79954,El Paso,El Paso County
TX,El Paso,79955,El Paso,El Paso County
TX,El Paso,79958,El Paso,El Paso County
TX,El Paso,79960,El Paso,El Paso County
TX,El Paso,79961,El Paso,El Paso County
TX,El Paso,79966,El Paso,El Paso County
TX,El Paso,79968,El Paso,El Paso County
TX,El Paso,79973,El Paso,El Paso County
TX,El Paso,79974,El Paso,El Paso County
TX,El Paso,79975,El Paso,El Paso County
TX,El Paso,79976,El Paso,El Paso County
TX,El Paso,79977,El Paso,El Paso County
TX,El Paso,79978,El Paso,El Paso County
TX,El Paso,79980,El Paso,El Paso County
TX,El Paso,79982,El Paso,El Paso County
TX,El Paso,79983,El Paso,El Paso County
TX,El Paso,79984,El Paso,El Paso County
TX,El Paso,79985,El Paso,El Paso County
TX,El Paso,79986,El Paso,El Paso County
TX,El Paso,79987,El Paso,El Paso County
TX,El Paso,79988,El Paso,El Paso County
TX,El Paso,79989,El Paso,El Paso County
TX,El Paso,79990,El Paso,El Paso County
TX,El Paso,79991,El Paso,El Paso County
TX,El Paso,79992,El Paso,El Paso County
TX,El Paso,79993,El Paso,El Paso County
TX,El Paso,79994,El Paso,El Paso County
TX,El Paso,79995,El Paso,El Paso County
TX,El Paso,79996,El Paso,El Paso County
TX,El Paso,79997,El Paso,El Paso County
TX,El Paso,79998,El Paso,El Paso County
TX,El Paso,79999,El Paso,El Paso County
CO,Arvada,80001,Jefferson,Jefferson County
CO,Arvada,80002,Jefferson,Jefferson County
CO,Arvada,80003,Jefferson,Jefferson County
CO,Arvada,80004,Jefferson,Jefferson County
CO,Arvada,80005,Jefferson,Jefferson County
CO,Arvada,80006,Jefferson,Jefferson County
CO,Arvada,80007,Jefferson,Jefferson County
CO,Aurora,80010,Arapahoe,Arapahoe County
CO,Aurora,80011,Adams,Adams County
CO,Aurora,80012,Arapahoe,Arapahoe County
CO,Aurora,80013,Arapahoe,Arapahoe County
CO,Aurora,80014,Arapahoe,Arapahoe County
CO,Aurora,80015,Arapahoe,Arapahoe County
CO,Aurora,80016,Arapahoe,Arapahoe County
CO,Aurora,80017,Arapahoe,Arapahoe County
CO,Aurora,80018,Arapahoe,Arapahoe County
CO,Aurora,80019,Adams,Adams County
CO,Broomfield,80020,Boulder,Boulder County
CO,Broomfield,80021,Jefferson,Jefferson County
CO,Commerce City,80022,Adams,Adams County
CO,Dupont,80024,Adams,Adams County
CO,Eldorado Springs,80025,Boulder,Boulder County
CO,Lafayette,80026,Boulder,Boulder County
CO,Louisville,80027,Boulder,Boulder County
CO,Louisville,80028,Boulder,Boulder County
CO,Westminster,80030,Adams,Adams County
CO,Westminster,80031,Adams,Adams County
CO,Wheat Ridge,80033,Jefferson,Jefferson County
CO,Wheat Ridge,80034,Jefferson,Jefferson County
CO,Westminster,80035,Adams,Adams County
CO,Westminster,80036,Adams,Adams County
CO,Commerce City,80037,Adams,Adams County
CO,Broomfield,80038,Boulder,Boulder County
CO,Aurora,80040,Adams,Adams County
CO,Aurora,80041,Arapahoe,Arapahoe County
CO,Aurora,80042,Adams,Adams County
CO,Aurora,80044,Arapahoe,Arapahoe County
CO,Aurora,80045,Adams,Adams County
CO,Aurora,80046,Arapahoe,Arapahoe County
CO,Aurora,80047,Arapahoe,Arapahoe County
CO,Agate,80101,Elbert,Elbert County
CO,Bennett,80102,Adams,Adams County
CO,Byers,80103,Arapahoe,Arapahoe County
CO,Castle Rock,80104,Douglas,Douglas County
CO,Deer Trail,80105,Arapahoe,Arapahoe County
